Year,Semester,World region,Country,Administrative Division,Disease,Serotype/Subtype/Genotype,Animal Category,Species,Event_id,Outbreak_id,New outbreaks,Susceptible,Measuring units,Cases,Killed and disposed of,Slaughtered,Deaths,Vaccinated
2005,Jan-Jun 2005,Asia,China (People's Rep. of),Hubei,Transmissible gastroenteritis,,Domestic,Swine,-,-,-,-,Animal,1361,54,-,113,-
2005,Jan-Jun 2005,Asia,China (People's Rep. of),Hunan,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,243,0,-,96,-
2005,Jan-Jun 2005,Asia,China (People's Rep. of),Hunan,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,277,105,-,170,-
2005,Jan-Jun 2005,Asia,China (People's Rep. of),Hunan,Porcine reproductive and respiratory syndrome virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,2496,0,-,573,-
2005,Jan-Jun 2005,Asia,China (People's Rep. of),Hunan,Taenia solium (Inf. with) (Porcine cysticercosis),,Domestic,Swine,-,-,-,-,Animal,12,0,-,5,-
2005,Jan-Jun 2005,Asia,China (People's Rep. of),Hunan,Transmissible gastroenteritis,,Domestic,Swine,-,-,-,-,Animal,2049,0,-,145,-
2005,Jan-Jun 2005,Asia,China (People's Rep. of),Jiangsu,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,15,0,-,5,-
2005,Jan-Jun 2005,Asia,China (People's Rep. of),Jiangsu,Porcine reproductive and respiratory syndrome virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,14,0,-,2,-
2005,Jan-Jun 2005,Asia,China (People's Rep. of),Jiangsu,Transmissible gastroenteritis,,Domestic,Swine,-,-,-,-,Animal,1232,0,-,17,-
2005,Jan-Jun 2005,Asia,China (People's Rep. of),Jiangxi,Atrophic rhinitis of swine (-2005),,Domestic,Swine,-,-,-,-,Animal,4107,0,-,72,-
2005,Jan-Jun 2005,Asia,China (People's Rep. of),Jiangxi,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,20,1,-,11,-
2005,Jan-Jun 2005,Asia,China (People's Rep. of),Jiangxi,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,1904,297,-,474,-
2005,Jan-Jun 2005,Asia,China (People's Rep. of),Jiangxi,Porcine reproductive and respiratory syndrome virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,2099,169,-,231,-
2005,Jan-Jun 2005,Asia,China (People's Rep. of),Jiangxi,Transmissible gastroenteritis,,Domestic,Swine,-,-,-,-,Animal,8039,8,-,567,-
2005,Jan-Jun 2005,Asia,China (People's Rep. of),Ningxia,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,41,3,-,26,-
2005,Jan-Jun 2005,Asia,China (People's Rep. of),Ningxia,Porcine reproductive and respiratory syndrome virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,39,0,-,2,-
2005,Jan-Jun 2005,Asia,China (People's Rep. of),Ningxia,Transmissible gastroenteritis,,Domestic,Swine,-,-,-,-,Animal,36,0,-,0,-
2005,Jan-Jun 2005,Asia,China (People's Rep. of),Shaanxi,Transmissible gastroenteritis,,Domestic,Swine,-,-,-,-,Animal,27,0,-,7,-
2005,Jan-Jun 2005,Asia,China (People's Rep. of),Shandong,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,72,0,-,11,-
2005,Jan-Jun 2005,Asia,China (People's Rep. of),Shandong,Porcine reproductive and respiratory syndrome virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,280,0,-,91,-
2005,Jan-Jun 2005,Asia,China (People's Rep. of),Shandong,Transmissible gastroenteritis,,Domestic,Swine,-,-,-,-,Animal,6062,0,-,1161,-
2005,Jan-Jun 2005,Asia,China (People's Rep. of),Shanghai,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,20,0,-,20,-
2005,Jan-Jun 2005,Asia,China (People's Rep. of),Shanghai,Porcine reproductive and respiratory syndrome virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,484,0,-,218,-
2005,Jan-Jun 2005,Asia,China (People's Rep. of),Shanghai,Transmissible gastroenteritis,,Domestic,Swine,-,-,-,-,Animal,15189,0,-,714,-
2005,Jan-Jun 2005,Asia,China (People's Rep. of),Shanxi,Atrophic rhinitis of swine (-2005),,Domestic,Swine,-,-,-,-,Animal,12,0,-,0,-
2005,Jan-Jun 2005,Asia,China (People's Rep. of),Shanxi,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,2,0,-,0,-
2005,Jan-Jun 2005,Asia,China (People's Rep. of),Shanxi,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,217,103,-,140,-
2005,Jan-Jun 2005,Asia,China (People's Rep. of),Shanxi,Porcine reproductive and respiratory syndrome virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,7,0,-,7,-
2005,Jan-Jun 2005,Asia,China (People's Rep. of),Shanxi,Transmissible gastroenteritis,,Domestic,Swine,-,-,-,-,Animal,13,0,-,0,-
2005,Jan-Jun 2005,Asia,China (People's Rep. of),Sichuan,Atrophic rhinitis of swine (-2005),,Domestic,Swine,-,-,-,-,Animal,150,0,-,2,-
2005,Jan-Jun 2005,Asia,China (People's Rep. of),Sichuan,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,3,0,-,3,-
2005,Jan-Jun 2005,Asia,China (People's Rep. of),Sichuan,Streptococcus suis (Inf. with),-,Domestic,Swine,358,8315,1,2899,Animal,414,2589,0,301,-
2005,Jan-Jun 2005,Asia,China (People's Rep. of),Sichuan,Taenia solium (Inf. with) (Porcine cysticercosis),,Domestic,Swine,-,-,-,-,Animal,7,7,-,0,-
2005,Jan-Jun 2005,Asia,China (People's Rep. of),Sichuan,Transmissible gastroenteritis,,Domestic,Swine,-,-,-,-,Animal,219,0,-,12,-
2005,Jan-Jun 2005,Asia,China (People's Rep. of),Tianjin,Transmissible gastroenteritis,,Domestic,Swine,-,-,-,-,Animal,26,0,-,4,-
2005,Jan-Jun 2005,Asia,China (People's Rep. of),Xinjiang,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,113,0,-,42,-
2005,Jan-Jun 2005,Asia,China (People's Rep. of),Xinjiang,Echinococcosis/hydatidosis,,Domestic,Swine,-,-,-,-,Animal,-,-,-,-,-
2005,Jan-Jun 2005,Asia,China (People's Rep. of),Xinjiang,Transmissible gastroenteritis,,Domestic,Swine,-,-,-,-,Animal,25,0,-,0,-
2005,Jan-Jun 2005,Asia,China (People's Rep. of),Yunnan,Atrophic rhinitis of swine (-2005),,Domestic,Swine,-,-,-,-,Animal,14,0,-,0,-
2005,Jan-Jun 2005,Asia,China (People's Rep. of),Yunnan,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,96,0,-,50,-
2005,Jan-Jun 2005,Asia,China (People's Rep. of),Yunnan,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,2872,75,-,1894,-
2005,Jan-Jun 2005,Asia,China (People's Rep. of),Yunnan,Taenia solium (Inf. with) (Porcine cysticercosis),,Domestic,Swine,-,-,-,-,Animal,275,90,-,185,-
2005,Jan-Jun 2005,Asia,China (People's Rep. of),Yunnan,Transmissible gastroenteritis,,Domestic,Swine,-,-,-,-,Animal,11654,7,-,121,-
2005,Jan-Jun 2005,Asia,China (People's Rep. of),Yunnan,Trichinella spp. (Inf. with),,Domestic,Swine,-,-,-,-,Animal,15568,166,-,2,-
2005,Jan-Jun 2005,Asia,China (People's Rep. of),Zhejiang,Atrophic rhinitis of swine (-2005),,Domestic,Swine,-,-,-,-,Animal,16,0,-,0,-
2005,Jan-Jun 2005,Asia,China (People's Rep. of),Zhejiang,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,16,0,-,5,-
2005,Jan-Jun 2005,Asia,China (People's Rep. of),Zhejiang,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,246,145,-,103,-
2005,Jan-Jun 2005,Asia,China (People's Rep. of),Zhejiang,Porcine reproductive and respiratory syndrome virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,649,0,-,105,-
2005,Jan-Jun 2005,Asia,China (People's Rep. of),Zhejiang,Transmissible gastroenteritis,,Domestic,Swine,-,-,-,-,Animal,1033,0,-,53,-
2005,Jan-Jun 2005,Asia,Chinese Taipei,Chang-Hua (2005-2012),Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,547,Animal,8,0,0,8,0
2005,Jan-Jun 2005,Asia,Chinese Taipei,Chang-Hua (2005-2012),Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,801,Animal,52,8,0,44,0
2005,Jan-Jun 2005,Asia,Chinese Taipei,Chang-Hua (2005-2012),Porcine reproductive and respiratory syndrome virus (Inf. with),,Domestic,Swine,-,-,-,4150,Animal,482,0,0,102,0
2005,Jan-Jun 2005,Asia,Chinese Taipei,Chinese Taipei,Japanese encephalitis,,Domestic,Swine,-,-,-,-,Animal,-,-,-,-,-
2005,Jan-Jun 2005,Asia,Chinese Taipei,Pingtung County,Porcine reproductive and respiratory syndrome virus (Inf. with),,Domestic,Swine,-,-,-,510,Animal,113,0,0,2,0
2005,Jan-Jun 2005,Asia,Chinese Taipei,Pingtung County,Transmissible gastroenteritis,,Domestic,Swine,-,-,-,10,Animal,10,0,0,0,0
2005,Jan-Jun 2005,Asia,Chinese Taipei,Yunlin County,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,761,Animal,71,0,0,46,0
2005,Jan-Jun 2005,Asia,Chinese Taipei,Yunlin County,Transmissible gastroenteritis,,Domestic,Swine,-,-,-,3000,Animal,50,0,0,0,0
2005,Jan-Jun 2005,Asia,Georgia,Georgia,Trichinella spp. (Inf. with),,Domestic,Swine,-,-,-,37,Animal,37,0,37,0,-
2005,Jan-Jun 2005,Asia,Hong Kong,Hong Kong,Foot and mouth disease virus (Inf. with),Asia 1;O,Domestic,Swine,-,-,-,-,Animal,3255,-,-,-,0
2005,Jan-Jun 2005,Asia,India,Arunachal Pradesh,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,2,-,-,0,-
2005,Jan-Jun 2005,Asia,India,Arunachal Pradesh,Foot and mouth disease virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,2,-,-,0,-
2005,Jan-Jun 2005,Asia,India,Kerala,Foot and mouth disease virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,320,-,-,59,-
2005,Jan-Jun 2005,Asia,India,Manipur,Foot and mouth disease virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,18,-,-,0,-
2005,Jan-Jun 2005,Asia,India,Mizoram,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,115,-,-,9,-
2005,Jan-Jun 2005,Asia,India,Mizoram,Foot and mouth disease virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,23,-,-,6,-
2005,Jan-Jun 2005,Asia,India,Nagaland,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,193,-,-,27,-
2005,Jan-Jun 2005,Asia,India,Punjab,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,8,-,-,5,-
2005,Jan-Jun 2005,Asia,India,Punjab,Foot and mouth disease virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,5,-,-,1,-
2005,Jan-Jun 2005,Asia,India,Rajasthan,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,2743,-,-,1533,-
2005,Jan-Jun 2005,Asia,Israel,Hadarom,Transmissible gastroenteritis,,Domestic,Swine,-,-,-,-,Animal,-,-,-,-,-
2005,Jan-Jun 2005,Asia,Israel,Hazafon,Leptospirosis,,Domestic,Swine,-,-,-,-,Animal,-,-,-,-,-
2005,Jan-Jun 2005,Asia,Israel,Hazafon,Transmissible gastroenteritis,,Domestic,Swine,-,-,-,-,Animal,-,-,-,-,-
2005,Jan-Jun 2005,Asia,Japan,Gunma,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,2,-,-,-,-
2005,Jan-Jun 2005,Asia,Japan,Hokkaido,Porcine reproductive and respiratory syndrome virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,7,-,-,-,-
2005,Jan-Jun 2005,Asia,Japan,Ibaraki,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,2,-,-,-,-
2005,Jan-Jun 2005,Asia,Japan,Iwate,Porcine reproductive and respiratory syndrome virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,7,-,-,-,-
2005,Jan-Jun 2005,Asia,Japan,Mie,Porcine reproductive and respiratory syndrome virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,2,-,-,-,-
2005,Jan-Jun 2005,Asia,Japan,Miyazaki,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,2,-,-,-,-
2005,Jan-Jun 2005,Asia,Japan,Oita,Porcine reproductive and respiratory syndrome virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,2,-,-,-,-
2005,Jan-Jun 2005,Asia,Korea (Rep. of),Korea (Rep. of),Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,633,-,-,-,-
2005,Jan-Jun 2005,Asia,Korea (Rep. of),Korea (Rep. of),Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,811,-,-,-,-
2005,Jan-Jun 2005,Asia,Myanmar,Myanmar,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,160,Animal,4,0,0,2,101000
2005,Jan-Jun 2005,Asia,Nepal,Nepal,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,64067,Animal,91,0,0,60,0
2005,Jan-Jun 2005,Asia,Nepal,Nepal,Foot and mouth disease virus (Inf. with),O,Domestic,Swine,-,-,-,451659,Animal,241,0,0,55,0
2005,Jan-Jun 2005,Asia,Philippines,Philippines,Foot and mouth disease virus (Inf. with),O;not typed,Domestic,Swine,-,-,-,1731,Animal,203,128,38,0,-
2005,Jan-Jun 2005,Asia,Thailand,Kalasin,Foot and mouth disease virus (Inf. with),O;not sampled,Domestic,Swine,-,-,-,41,Animal,0,-,-,-,-
2005,Jan-Jun 2005,Asia,Thailand,Khon Kaen,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,1234,Animal,81,-,-,23,-
2005,Jan-Jun 2005,Asia,Thailand,Nakhon Phanom,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,350,Animal,233,-,-,233,-
2005,Jan-Jun 2005,Asia,Thailand,Nakhon Ratchasima,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,20000,Animal,24,-,-,5,-
2005,Jan-Jun 2005,Asia,Thailand,Phetchabun,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,42,Animal,3,-,-,3,-
2005,Jan-Jun 2005,Asia,Thailand,Phitsanulok,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,39,Animal,6,-,-,6,-
2005,Jan-Jun 2005,Asia,Thailand,Ratchaburi,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,9000,Animal,400,-,-,48,-
2005,Jan-Jun 2005,Asia,Thailand,Sukhothai,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,150,Animal,27,-,-,27,-
2005,Jan-Jun 2005,Asia,Thailand,Surat Thani,Rabies virus (Inf. with),,Domestic,Swine,-,-,-,1,Animal,1,0,0,1,-
2005,Jan-Jun 2005,Asia,Vietnam,Vietnam,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,24610,Animal,4568,489,0,1302,56048
2005,Jan-Jun 2005,Asia,Vietnam,Vietnam,Foot and mouth disease virus (Inf. with),,Domestic,Swine,-,-,-,2049,Animal,38,38,0,10,3560
2005,Jan-Jun 2005,Asia,Vietnam,Vietnam,Leptospirosis,,Domestic,Swine,-,-,-,1267,Animal,149,71,0,65,3426
2005,Jan-Jun 2005,Europe,Belarus,Gomel',Trichinella spp. (Inf. with),,Domestic,Swine,-,-,-,-,Animal,2,0,2,0,-
2005,Jan-Jun 2005,Europe,Belarus,Grodno,Enterovirus encephalomyelitis (-2005),,Domestic,Swine,-,-,-,-,Animal,7,0,0,0,-
2005,Jan-Jun 2005,Europe,Belarus,Grodno,Trichinella spp. (Inf. with),,Domestic,Swine,-,-,-,-,Animal,4,0,4,0,-
2005,Jan-Jun 2005,Europe,Belarus,Minsk,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,21,0,0,21,-
2005,Jan-Jun 2005,Europe,Belarus,Mogilev,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,4,0,0,4,-
2005,Jan-Jun 2005,Europe,Bosnia and Herzegovina,Bosnia and Herzegovina,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,51,-,-,-,-
2005,Jan-Jun 2005,Europe,Bosnia and Herzegovina,Bosnia and Herzegovina,Trichinella spp. (Inf. with),,Domestic,Swine,-,-,-,-,Animal,42,-,-,-,-
2005,Jan-Jun 2005,Europe,Bulgaria,Bulgaria,Brucella suis (Inf. with),,Domestic,Swine,-,-,-,89,Animal,38,0,0,0,0
2005,Jan-Jun 2005,Europe,Bulgaria,Bulgaria,Echinococcosis/hydatidosis,,Domestic,Swine,-,-,-,-,Animal,1451,0,1451,0,-
2005,Jan-Jun 2005,Europe,Bulgaria,Bulgaria,Leptospirosis,,Domestic,Swine,-,-,-,7912,Animal,144,0,0,0,16432
2005,Jan-Jun 2005,Europe,Bulgaria,Bulgaria,Taenia solium (Inf. with) (Porcine cysticercosis),,Domestic,Swine,-,-,-,-,Animal,136,0,136,0,-
2005,Jan-Jun 2005,Europe,Bulgaria,Bulgaria,Trichinella spp. (Inf. with),,Domestic,Swine,-,-,-,-,Animal,6,6,0,0,-
2005,Jan-Jun 2005,Europe,Croatia,Brodsko-Posavska,Brucella suis (Inf. with),,Domestic,Swine,-,-,-,37,Animal,13,0,0,0,0
2005,Jan-Jun 2005,Europe,Croatia,Brodsko-Posavska,Leptospirosis,,Domestic,Swine,-,-,-,22,Animal,3,0,0,0,0
2005,Jan-Jun 2005,Europe,Croatia,Sisacko-Moslavacka,Brucella suis (Inf. with),,Domestic,Swine,-,-,-,1,Animal,1,0,0,0,0
2005,Jan-Jun 2005,Europe,Croatia,Vukovarsko-Srijemska,Brucella suis (Inf. with),,Domestic,Swine,-,-,-,854,Animal,123,0,0,0,0
2005,Jan-Jun 2005,Europe,Croatia,Vukovarsko-Srijemska,Leptospirosis,,Domestic,Swine,-,-,-,16,Animal,13,0,0,0,0
2005,Jan-Jun 2005,Europe,Czech Republic,Czech Republic,Porcine reproductive and respiratory syndrome virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,-,-,-,-,-
2005,Jan-Jun 2005,Europe,Estonia,Järva,Leptospirosis,,Domestic,Swine,-,-,-,1,Animal,1,0,0,1,0
2005,Jan-Jun 2005,Europe,Finland,Finland,Trichinella spp. (Inf. with),,Domestic,Swine,-,-,-,-,Animal,1,-,1,-,-
2005,Jan-Jun 2005,Europe,France,Eure-Et-Loir,Brucella suis (Inf. with),,Domestic,Swine,-,-,-,87,Animal,-,0,87,0,0
2005,Jan-Jun 2005,Europe,France,Haute-Vienne,Brucella suis (Inf. with),,Domestic,Swine,-,-,-,103,Animal,-,0,103,0,0
2005,Jan-Jun 2005,Europe,France,Maine-Et-Loire,Brucella suis (Inf. with),,Domestic,Swine,-,-,-,129,Animal,-,0,129,0,0
2005,Jan-Jun 2005,Europe,France,Morbihan,Brucella suis (Inf. with),,Domestic,Swine,-,-,-,150,Animal,-,0,150,0,0
2005,Jan-Jun 2005,Europe,France,Vendée,Brucella suis (Inf. with),,Domestic,Swine,-,-,-,120,Animal,-,0,120,0,0
2005,Jan-Jun 2005,Europe,Germany,Germany,Atrophic rhinitis of swine (-2005),,Domestic,Swine,-,-,-,-,Animal,-,-,-,-,-
2005,Jan-Jun 2005,Europe,Germany,Germany,Leptospirosis,,Domestic,Swine,-,-,-,-,Animal,-,-,-,-,-
2005,Jan-Jun 2005,Europe,Germany,Germany,Transmissible gastroenteritis,,Domestic,Swine,-,-,-,-,Animal,-,-,-,-,-
2005,Jan-Jun 2005,Europe,Hungary,Bacs-Kiskun,Leptospirosis,,Domestic,Swine,-,-,-,-,Animal,6,-,-,-,-
2005,Jan-Jun 2005,Europe,Hungary,Fejer,Leptospirosis,,Domestic,Swine,-,-,-,-,Animal,8,-,-,-,-
2005,Jan-Jun 2005,Europe,Hungary,Hungary,Porcine reproductive and respiratory syndrome virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,-,-,-,-,-
2005,Jan-Jun 2005,Europe,Hungary,Jasz-Nagykun-Szolnok,Leptospirosis,,Domestic,Swine,-,-,-,-,Animal,5,-,-,-,-
2005,Jan-Jun 2005,Europe,Ireland,Ireland,Porcine reproductive and respiratory syndrome virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,-,0,-,-,0
2005,Jan-Jun 2005,Europe,Italy,Abruzzo,Swine vesicular disease (-2014),,Domestic,Swine,-,-,-,80,Animal,80,80,0,0,-
2005,Jan-Jun 2005,Europe,Italy,Calabria,Swine vesicular disease (-2014),,Domestic,Swine,-,-,-,165,Animal,165,165,0,0,-
2005,Jan-Jun 2005,Europe,Italy,Campania,Swine vesicular disease (-2014),,Domestic,Swine,-,-,-,812,Animal,812,812,0,0,-
2005,Jan-Jun 2005,Europe,Italy,Lombardia,Leptospirosis,,Domestic,Swine,-,-,-,38345,Animal,1459,38344,0,1,0
2005,Jan-Jun 2005,Europe,Italy,Sardegna,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,4153,Animal,574,3930,0,223,-
2005,Jan-Jun 2005,Europe,Italy,Sicilia,Swine vesicular disease (-2014),,Domestic,Swine,-,-,-,7,Animal,7,7,0,0,-
2005,Jan-Jun 2005,Europe,Latvia,Latvia,Rabies virus (Inf. with),,Domestic,Swine,-,-,-,0,Animal,0,0,0,0,27
2005,Jan-Jun 2005,Europe,Lithuania,Lithuania,Porcine reproductive and respiratory syndrome virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,36,-,-,-,-
2005,Jan-Jun 2005,Europe,Lithuania,Lithuania,Trichinella spp. (Inf. with),,Domestic,Swine,-,-,-,-,Animal,5,5,-,-,-
2005,Jan-Jun 2005,Europe,Netherlands,Netherlands,Atrophic rhinitis of swine (-2005),,Domestic,Swine,-,-,-,-,Animal,-,-,-,-,-
2005,Jan-Jun 2005,Europe,Netherlands,Netherlands,Porcine reproductive and respiratory syndrome virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,-,-,-,-,-
2005,Jan-Jun 2005,Europe,Norway,Norway,Atrophic rhinitis of swine (-2005),,Domestic,Swine,-,-,-,-,Animal,-,-,-,-,-
2005,Jan-Jun 2005,Europe,Poland,Kujawsko-Pomorskie,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,342,Animal,2,1,0,0,0
2005,Jan-Jun 2005,Europe,Poland,Malopolske,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,50,Animal,5,0,0,0,50
2005,Jan-Jun 2005,Europe,Poland,Podkarpackie,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,20,Animal,2,0,0,0,0
2005,Jan-Jun 2005,Europe,Poland,Pomorskie,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,122,Animal,3,3,0,0,0
2005,Jan-Jun 2005,Europe,Poland,Swietokrzyskie,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,18,Animal,1,0,0,0,0
2005,Jan-Jun 2005,Europe,Poland,Wielkopolskie,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,413,Animal,2,0,0,0,0
2005,Jan-Jun 2005,Europe,Portugal,Portugal,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,847,-,-,-,-
2005,Jan-Jun 2005,Europe,Portugal,Portugal,Brucella suis (Inf. with),,Domestic,Swine,-,-,-,-,Animal,134,-,-,-,-
2005,Jan-Jun 2005,Europe,Portugal,Portugal,Leptospirosis,,Domestic,Swine,-,-,-,-,Animal,77,-,-,-,-
2005,Jan-Jun 2005,Europe,Portugal,Portugal,Porcine reproductive and respiratory syndrome virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,3,-,-,-,-
2005,Jan-Jun 2005,Europe,Romania,Romania,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,1747,Animal,1747,1026,9,712,-
2005,Jan-Jun 2005,Europe,Romania,Romania,Trichinella spp. (Inf. with),,Domestic,Swine,-,-,-,15,Animal,15,15,0,0,-
2005,Jan-Jun 2005,Europe,Russia,Altayskiy Kray,Trichinella spp. (Inf. with),,Domestic,Swine,-,-,-,-,Animal,39,0,0,39,0
2005,Jan-Jun 2005,Europe,Russia,Amurskaya Oblast,Foot and mouth disease virus (Inf. with),Asia 1,Domestic,Swine,-,-,-,9,Animal,0,9,0,0,-
2005,Jan-Jun 2005,Europe,Russia,Irkutskaya Oblast (2005-2009),Leptospirosis,,Domestic,Swine,-,-,-,-,Animal,667,0,0,0,0
2005,Jan-Jun 2005,Europe,Russia,Kaliningradskaya Oblast,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,11,0,0,11,0
2005,Jan-Jun 2005,Europe,Russia,Kamchatskaya Oblast (2005-2009),Trichinella spp. (Inf. with),,Domestic,Swine,-,-,-,-,Animal,1,0,0,1,0
2005,Jan-Jun 2005,Europe,Russia,Karachayevo-Cherkesskaya Resp.,Echinococcosis/hydatidosis,,Domestic,Swine,-,-,-,-,Animal,24,0,0,0,0
2005,Jan-Jun 2005,Europe,Russia,Komi-Permyatskiy Avton. Okrug (2005-2009),Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,20,19,-,20,-
2005,Jan-Jun 2005,Europe,Russia,Krasnodarskiy Kray,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,29,0,0,4,0
2005,Jan-Jun 2005,Europe,Russia,Kurganskaya Oblast,Leptospirosis,,Domestic,Swine,-,-,-,-,Animal,13,0,0,0,0
2005,Jan-Jun 2005,Europe,Russia,Kurskaya Oblast,Transmissible gastroenteritis,,Domestic,Swine,-,-,-,-,Animal,908,0,0,167,0
2005,Jan-Jun 2005,Europe,Russia,Lipetskaya Oblast,Transmissible gastroenteritis,,Domestic,Swine,-,-,-,-,Animal,2714,0,0,2714,0
2005,Jan-Jun 2005,Europe,Russia,Moskovskaya Oblast,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,65,0,0,41,0
2005,Jan-Jun 2005,Europe,Russia,Moskovskaya Oblast,Trichinella spp. (Inf. with),,Domestic,Swine,-,-,-,-,Animal,17,0,0,17,0
2005,Jan-Jun 2005,Europe,Russia,Respublika Bashkortostan,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,160,0,0,120,0
2005,Jan-Jun 2005,Europe,Russia,Respublika Bashkortostan,Transmissible gastroenteritis,,Domestic,Swine,-,-,-,-,Animal,25,0,0,15,0
2005,Jan-Jun 2005,Europe,Russia,Respublika Kareliya,Echinococcosis/hydatidosis,,Domestic,Swine,-,-,-,-,Animal,10,0,0,0,0
2005,Jan-Jun 2005,Europe,Russia,Respublika Komi,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,57,0,0,40,0
